eid,etid,lid,ino,name,cat,desc,datasheet
450,450,#N/A,1,74LS280,74 LS Series Logic ,9-BIT ODD/EVEN¾PARITY BIT¾GENERATOR/CHECKER,
451,451,#N/A,1,74LS281,74 LS Series Logic ,4-BIT PARALLEL BINARY ACCUMULATOR,
452,452,#N/A,1,74LS282,74 LS Series Logic ,LOOK-AHEAD CARRY GENERATOR WITH SELECTABLE CARRY INPUTS,
453,453,18,1,74LS283,74 LS Series Logic ,4-BIT BINARY¾FULL ADDER,
454,454,#N/A,1,74LS284,74 LS Series Logic ,4-BIT BY 4-BIT PARALLEL BINARY MULTIPLIER (LOW ORDER 4 BITS OF PRODUCT),
455,455,#N/A,1,74LS285,74 LS Series Logic ,4-BIT BY 4-BIT PARALLEL BINARY MULTIPLIER (HIGH ORDER 4 BITS OF PRODUCT),
456,456,#N/A,1,74LS286,74 LS Series Logic ,9-BIT PARITY GENERATOR/CHECKER WITH BUS DRIVER PARITY I/O PORT,
457,457,#N/A,1,74LS287,74 LS Series Logic ,1024-BIT (256X4)¾PROGRAMMABLE READ-ONLY MEMORY¾WITH THREE-STATE OUTPUTS,
458,458,#N/A,1,74LS288,74 LS Series Logic ,256-BIT (32X8) PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
459,459,#N/A,1,74LS289,74 LS Series Logic ,64-BIT (16X4) RAM WITH OPEN COLLECTOR OUTPUTS,
460,460,#N/A,1,74LS290,74 LS Series Logic ,DECADE COUNTER (SEPARATE DIVIDE-BY-2 AND DIVIDE-BY-5 SECTIONS),
461,461,#N/A,1,74LS291,74 LS Series Logic ,"4-BIT UNIVERSAL SHIFT REGISTER, BINARY UP/DOWN COUNTER, SYNCHRONOUS",
462,462,#N/A,1,74LS292,74 LS Series Logic ,PROGRAMMABLE FREQUENCY DIVIDER/DIGITAL TIMER,
463,463,#N/A,1,74LS293,74 LS Series Logic ,4-BIT BINARY COUNTER (SEPARATE DIVIDE-BY-2 AND DIVIDE-BY-8 SECTIONS),
464,464,#N/A,1,74LS294,74 LS Series Logic ,PROGRAMMABLE FREQUENCY DIVIDER/DIGITAL TIMER,
465,465,#N/A,1,74LS295,74 LS Series Logic ,4-BIT BIDIRECTIONAL REGISTER WITH THREE-STATE OUTPUTS,
466,466,#N/A,1,74LS297,74 LS Series Logic ,DIGITAL¾PHASE-LOCKED LOOP¾FILTER,
467,467,18,1,74LS298,74 LS Series Logic ,QUAD 2-INPUT MULTIPLEXER WITH STORAGE,
468,468,#N/A,1,74LS299,74 LS Series Logic ,8-BIT BIDIRECTIONAL UNIVERSAL SHIFT/STORAGE REGISTER WITH THREE-STATE OUTPUTS,
469,469,#N/A,1,74LS301,74 LS Series Logic ,256-BIT (256X1)¾RANDOM ACCESS MEMORY¾WITH OPEN COLLECTOR OUTPUT,
470,470,#N/A,1,74LS309,74 LS Series Logic ,1024-BIT (1024X1) RANDOM ACCESS MEMORY WITH OPEN COLLECTOR OUTPUT,
471,471,#N/A,1,74LS310,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS,
472,472,#N/A,1,74LS314,74 LS Series Logic ,1024-BIT RANDOM ACCESS MEMORY,
473,473,#N/A,1,74LS319,74 LS Series Logic ,64-BIT RANDOM ACCESS MEMORIES 16X4 OPEN COLLECTOR OUTPUTS,
474,474,#N/A,1,74LS320,74 LS Series Logic ,CRYSTAL-CONTROLLED¾OSCILLATOR,
475,475,#N/A,1,74LS321,74 LS Series Logic ,CRYSTAL-CONTROLLED OSCILLATORS WITH F/2 AND F/4 COUNT-DOWN OUTPUTS,
476,476,#N/A,1,74LS322,74 LS Series Logic ,"8-BIT SHIFT REGISTER WITH SIGN EXTEND, THREE-STATE OUTPUTS",
477,477,#N/A,1,74LS323,74 LS Series Logic ,8-BIT BIDIRECTIONAL UNIVERSAL SHIFT/STORAGE REGISTER WITH THREE-STATE OUTPUTS,
478,478,#N/A,1,74LS324,74 LS Series Logic ,VOLTAGE-CONTROLLED OSCILLATOR (OR CRYSTAL CONTROLLED),
479,479,#N/A,1,74LS340,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS AND THREE-STATE INVERTED OUTPUTS,
480,480,#N/A,1,74LS341,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS AND THREE-STATE NONINVERTED OUTPUTS,
481,481,#N/A,1,74LS344,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS AND THREE-STATE NONINVERTED OUTPUTS,
482,482,#N/A,1,74LS347,74 LS Series Logic ,"BCD-TO-7 SEGMENT DECODERS/DRIVERS OPEN COLLECTOR OUTPUTS, LOW VOLTAGE VERSION OF 7447",
483,483,#N/A,1,74LS348,74 LS Series Logic ,8 TO 3-LINE PRIORITY ENCODER WITH THREE-STATE OUTPUTS,
484,484,#N/A,1,74LS350,74 LS Series Logic ,4-BIT SHIFTER WITH THREE-STATE OUTPUTS,
485,485,#N/A,1,74LS351,74 LS Series Logic ,DUAL 8-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS WITH THREE-STATE OUTPUTS AND 4 COMMON DATA INPUTS,
486,486,#N/A,1,74LS352,74 LS Series Logic ,DUAL 4-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS WITH INVERTING OUTPUTS,
487,487,#N/A,1,74LS353,74 LS Series Logic ,DUAL 4-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS WITH INVERTING THREE-STATE OUTPUTS,
488,488,#N/A,1,74LS354,74 LS Series Logic ,"8 TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH TRANSPARENT LATCH, THREE-STATE OUTPUTS",
489,489,#N/A,1,74LS355,74 LS Series Logic ,"8-LINE TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH TRANSPARENT REGISTERS, OPEN-COLLECTOR OUTPUTS",
490,490,#N/A,1,74LS356,74 LS Series Logic ,"8 TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH EDGE-TRIGGERED REGISTER, THREE-STATE OUTPUTS",
491,491,#N/A,1,74LS357,74 LS Series Logic ,"8-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS/EDGE-TRIGGERED REGISTERS, OPEN-COLLECTOR OUTPUTS",
492,492,#N/A,1,74LS361,74 LS Series Logic ,BUBBLE MEMORY¾FUNCTION TIMING GENERATOR,
493,493,#N/A,1,74LS362,74 LS Series Logic ,FOUR-PHASE CLOCK¾GENERATOR/DRIVER,
494,494,18,1,74LS363,74 LS Series Logic ,OCTAL THREE-STATE D-LATCHES,
495,495,#N/A,1,74LS365,74 LS Series Logic ,HEX BUFFER WITH NONINVERTED THREE-STATE OUTPUTS,
496,496,18,1,74LS366,74 LS Series Logic ,HEX BUFFER WITH INVERTED THREE-STATE OUTPUTS,
497,497,18,1,74LS367,74 LS Series Logic ,HEX BUFFER WITH NONINVERTED THREE-STATE OUTPUTS,
498,498,18,1,74LS368,74 LS Series Logic ,HEX BUFFER WITH INVERTED THREE-STATE OUTPUTS,
499,499,#N/A,1,74LS370,74 LS Series Logic ,2048-BIT (512X4) READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
500,500,#N/A,1,74LS371,74 LS Series Logic ,2048-BIT (256X8) READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
501,501,18,1,74LS373,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH THREE-STATE OUTPUTS,
502,502,#N/A,1,74LS1G373,74 LS Series Logic ,SINGLE TRANSPARENT LATCH WITH THREE-STATE OUTPUT,
503,503,18,1,74LS374,74 LS Series Logic ,OCTAL REGISTER WITH THREE-STATE OUTPUTS,
504,504,#N/A,1,74LS1G374,74 LS Series Logic ,SINGLE D-TYPE FLIP-FLOP WITH THREE-STATE OUTPUT,
505,505,#N/A,1,74LS375,74 LS Series Logic ,QUAD BISTABLE LATCH,
506,506,#N/A,1,74LS376,74 LS Series Logic ,QUAD J-NOT-K FLIP-FLOP WITH COMMON CLOCK AND COMMON CLEAR,
507,507,18,1,74LS377,74 LS Series Logic ,8-BIT REGISTER WITH CLOCK ENABLE,
508,508,#N/A,1,74LS378,74 LS Series Logic ,6-BIT REGISTER WITH CLOCK ENABLE,
509,509,#N/A,1,74LS379,74 LS Series Logic ,4-BIT REGISTER WITH CLOCK ENABLE AND COMPLEMENTARY OUTPUTS,
510,510,#N/A,1,74LS380,74 LS Series Logic ,8-BIT MULTIFUNCTION REGISTER,
511,511,#N/A,1,74LS381,74 LS Series Logic ,4-BIT ARITHMETIC LOGIC UNIT/FUNCTION GENERATOR WITH GENERATE AND PROPAGATE OUTPUTS,
512,512,#N/A,1,74LS382,74 LS Series Logic ,4-BIT ARITHMETIC LOGIC UNIT/FUNCTION GENERATOR WITH RIPPLE CARRY AND OVERFLOW OUTPUTS,
513,513,#N/A,1,74LS384,74 LS Series Logic ,8-BIT BY 1-BIT TWO'S COMPLEMENT MULTIPLIERS,
514,514,#N/A,1,74LS385,74 LS Series Logic ,QUAD 4-BIT ADDER/SUBTRACTOR,
515,515,#N/A,1,74LS386,74 LS Series Logic ,QUAD 2-INPUT¾XOR GATE,
516,516,#N/A,1,74LS387,74 LS Series Logic ,1024-BIT (256X4) PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
517,517,#N/A,1,74LS388,74 LS Series Logic ,4-BIT REGISTER WITH STANDARD AND THREE-STATE OUTPUTS,
518,518,#N/A,1,74LS390,74 LS Series Logic ,DUAL 4-BIT DECADE COUNTER,
519,519,#N/A,1,74LS393,74 LS Series Logic ,DUAL 4-BIT BINARY COUNTER,
520,520,#N/A,1,74LS395,74 LS Series Logic ,4-BIT UNIVERSAL SHIFT REGISTER WITH THREE-STATE OUTPUTS,
521,521,#N/A,1,74LS396,74 LS Series Logic ,"OCTAL STORAGE REGISTERS, PARALLEL ACCESS",
522,522,#N/A,1,74LS398,74 LS Series Logic ,QUAD 2-INPUT MULTIPLEXERS WITH STORAGE AND COMPLEMENTARY OUTPUTS,
523,523,18,1,74LS399,74 LS Series Logic ,QUAD 2-INPUT MULTIPLEXER WITH STORAGE,
524,524,#N/A,1,74LS405,74 LS Series Logic ,"1 TO 8 DECODER, EQUIVALENT TO INTEL 8205, ONLY FOUND AS UCY74S405 SO MIGHT BE NON-TI NUMBER",
525,525,#N/A,1,74LS408,74 LS Series Logic ,8-BIT¾PARITY¾TREE,
526,526,#N/A,1,74LS412,74 LS Series Logic ,MULTI-MODE BUFFERED 8-BIT LATCHES WITH THREE-STATE OUTPUTS AND CLEAR,
527,527,#N/A,1,74LS422,74 LS Series Logic ,"RE-TRIGGERABLE MONO-STABLE MULTIVIBRATORS, TWO INPUTS",
528,528,#N/A,1,74LS423,74 LS Series Logic ,DUAL RETRIGGERABLE MONOSTABLE MULTIVIBRATOR,
529,529,#N/A,1,74LS424,74 LS Series Logic ,TWO-PHASE CLOCK¾GENERATOR/DRIVER,
530,530,#N/A,1,74LS425,74 LS Series Logic ,QUAD GATES WITH THREE-STATE OUTPUTS AND ACTIVE LOW ENABLES,
531,531,#N/A,1,74LS426,74 LS Series Logic ,QUAD GATES WITH THREE-STATE OUTPUTS AND ACTIVE HIGH ENABLES,
532,532,#N/A,1,74LS428,74 LS Series Logic ,SYSTEM CONTROLLER FOR 8080A,
533,533,#N/A,1,74LS436,74 LS Series Logic ,"LINE DRIVER/MEMORY DRIVER CIRCUITS - MOS MEMORY INTERFACE, DAMPING OUTPUT RESISTOR",
534,534,18,1,74LS437,74 LS Series Logic ,LINE DRIVER/MEMORY DRIVER CIRCUITS - MOS MEMORY INTERFACE,
535,535,#N/A,1,74LS438,74 LS Series Logic ,SYSTEM CONTROLLER FOR 8080A,
536,536,#N/A,1,74LS440,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH NONINVERTED OPEN COLLECTOR OUTPUTS,
537,537,#N/A,1,74LS441,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED OPEN COLLECTOR OUTPUTS,
538,538,#N/A,1,74LS442,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH NONINVERTED THREE-STATE OUTPUTS,
539,539,#N/A,1,74LS443,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED THREE-STATE OUTPUTS,
540,540,#N/A,1,74LS444,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED AND NONINVERTED THREE-STATE OUTPUTS,
541,541,#N/A,1,74LS445,74 LS Series Logic ,BCD-TO-DECIMAL DECODERS/DRIVERS,
542,542,#N/A,1,74LS446,74 LS Series Logic ,QUAD BUS TRANSCEIVERS WITH DIRECTION CONTROLS,
543,543,#N/A,1,74LS447,74 LS Series Logic ,"BCD-TO-7-SEGMENT DECODERS/DRIVERS, LOW VOLTAGE VERSION OF 74247",
544,544,#N/A,1,74LS448,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED AND NONINVERTED OPEN COLLECTOR OUTPUTS,
545,545,#N/A,1,74LS449,74 LS Series Logic ,"QUAD BUS TRANSCEIVERS WITH DIRECTION CONTROLS, TRUE OUTPUTS",
546,546,#N/A,1,74LS450,74 LS Series Logic ,16-TO-1 MULTIPLEXER WITH COMPLEMENTARY OUTPUTS,
547,547,#N/A,1,74LS451,74 LS Series Logic ,DUAL 8-TO-1 MULTIPLEXER,
548,548,#N/A,1,74LS452,74 LS Series Logic ,"DUAL DECADE COUNTER, SYNCHRONOUS",
549,549,#N/A,1,74LS453,74 LS Series Logic ,"DUAL BINARY COUNTER, SYNCHRONOUS",
550,550,#N/A,1,74LS453,74 LS Series Logic ,QUAD 4-TO-1 MULTIPLEXER,
551,551,#N/A,1,74LS454,74 LS Series Logic ,"DUAL DECADE UP/DOWN COUNTER, SYNCHRONOUS, PRESET INPUT",
552,552,#N/A,1,74LS455,74 LS Series Logic ,"DUAL BINARY UP/DOWN COUNTER, SYNCHRONOUS, PRESET INPUT",
553,553,#N/A,1,74LS456,74 LS Series Logic ,NBCD (NATURAL BINARY CODED DECIMAL) ADDER,
554,554,#N/A,1,74LS460,74 LS Series Logic ,BUS TRANSFER SWITCH,
555,555,#N/A,1,74LS461,74 LS Series Logic ,8-BIT PRESETTABLE BINARY COUNTER WITH THREE-STATE OUTPUTS,
556,556,#N/A,1,74LS462,74 LS Series Logic ,FIBER-OPTIC LINK TRANSMITTER,
557,557,#N/A,1,74LS463,74 LS Series Logic ,FIBER-OPTIC LINK RECEIVER,
558,558,#N/A,1,74LS465,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE TRUE OUTPUTS,
559,559,#N/A,1,74LS466,74 LS Series Logic ,OCTAL BUFFERS WITH THREE-STATE INVERTED OUTPUTS,
560,560,#N/A,1,74LS467,74 LS Series Logic ,OCTAL BUFFERS WITH THREE-STATE TRUE OUTPUTS,
561,561,#N/A,1,74LS468,74 LS Series Logic ,OCTAL BUFFERS WITH THREE-STATE INVERTED OUTPUTS,
562,562,#N/A,1,74LS469,74 LS Series Logic ,8-BIT SYNCHRONOUS UP/DOWN COUNTER WITH PARALLEL LOAD AND HOLD CAPABILITY,
563,563,#N/A,1,74LS470,74 LS Series Logic ,2048-BIT (256X8) PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
564,564,#N/A,1,74LS471,74 LS Series Logic ,2048-BIT (256X8) PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
565,565,#N/A,1,74LS472,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
566,566,#N/A,1,74LS473,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
567,567,#N/A,1,74LS474,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
568,568,18,1,74LS475,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
569,569,#N/A,1,74LS481,74 LS Series Logic ,4-BIT SLICE CASCADABLE PROCESSOR ELEMENTS,
570,570,#N/A,1,74LS482,74 LS Series Logic ,4-BIT SLICE EXPANDABLE CONTROL ELEMENTS,
571,571,#N/A,1,74LS484,74 LS Series Logic ,BCD-TO-BINARY CONVERTER,
572,572,#N/A,1,74LS485,74 LS Series Logic ,BINARY-TO-BCD CONVERTER,
573,573,#N/A,1,74LS490,74 LS Series Logic ,DUAL DECADE COUNTER,
574,574,#N/A,1,74LS491,74 LS Series Logic ,10-BIT BINARY UP/DOWN COUNTER WITH LIMITED PRESET AND THREE-STATE OUTPUTS,
575,575,#N/A,1,74LS498,74 LS Series Logic ,8-BIT BIDIRECTIONAL SHIFT REGISTER WITH PARALLEL INPUTS AND THREE-STATE OUTPUTS,
576,576,#N/A,1,74LS508,74 LS Series Logic ,8-BIT MULTIPLIER/DIVIDER,
577,577,#N/A,1,74LS518,74 LS Series Logic ,"8-BIT COMPARATOR WITH OPEN COLLECTOR OUTPUT, INPUT PULL-UP RESISTOR",
578,578,#N/A,1,74LS519,74 LS Series Logic ,8-BIT COMPARATOR WITH OPEN COLLECTOR OUTPUT,
579,579,#N/A,1,74LS520,74 LS Series Logic ,"8-BIT COMPARATOR WITH INVERTED TOTEM-POLE OUTPUT, INPUT PULL-UP RESISTOR",
580,580,#N/A,1,74LS521,74 LS Series Logic ,8-BIT COMPARATOR WITH INVERTED TOTEM-POLE OUTPUT,
581,581,#N/A,1,74LS522,74 LS Series Logic ,"8-BIT COMPARATOR WITH INVERTED OPEN-COLLECTOR OUTPUT, INPUT PULL-UP RESISTOR",
582,582,#N/A,1,74LS526,74 LS Series Logic ,"FUSE PROGRAMMABLE IDENTITY COMPARATOR, 16-BIT",
583,583,#N/A,1,74LS527,74 LS Series Logic ,"FUSE PROGRAMMABLE IDENTITY COMPARATOR, 8-BIT + 4-BIT CONVENTIONAL IDENTITY COMPARATOR",
584,584,#N/A,1,74LS528,74 LS Series Logic ,"FUSE PROGRAMMABLE IDENTITY COMPARATOR, 12-BIT",
585,585,#N/A,1,74LS531,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH 32 MA THREE-STATE OUTPUTS,
586,586,#N/A,1,74LS532,74 LS Series Logic ,OCTAL REGISTER WITH 32 MA THREE-STATE OUTPUTS,
587,587,#N/A,1,74LS533,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH INVERTING THREE-STATE OUTPUTS,
588,588,#N/A,1,74LS534,74 LS Series Logic ,OCTAL REGISTER WITH INVERTING THREE-STATE OUTPUTS,
589,589,#N/A,1,74LS535,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH INVERTING THREE-STATE OUTPUTS,
590,590,#N/A,1,74LS536,74 LS Series Logic ,OCTAL REGISTER WITH INVERTING 32 MA THREE-STATE OUTPUTS,
591,591,#N/A,1,74LS537,74 LS Series Logic ,BCD TO DECIMAL DECODER WITH THREE-STATE OUTPUTS,
592,592,#N/A,1,74LS538,74 LS Series Logic ,1 OF 8 DECODER WITH THREE-STATE OUTPUTS,
593,593,#N/A,1,74LS539,74 LS Series Logic ,DUAL 1 OF 4 DECODER WITH THREE-STATE OUTPUTS,
594,594,#N/A,1,74LS540,74 LS Series Logic ,INVERTING OCTAL BUFFER WITH THREE-STATE OUTPUTS,
595,595,18,1,74LS541,74 LS Series Logic ,NON-INVERTING OCTAL BUFFER WITH THREE-STATE OUTPUTS,
596,596,#N/A,1,74LS544,74 LS Series Logic ,NON-INVERTING OCTAL REGISTERED TRANSCEIVER WITH THREE-STATE OUTPUTS,
597,597,#N/A,1,74LS558,74 LS Series Logic ,8-BIT BY 8-BIT MULTIPLIER WITH THREE-STATE OUTPUTS,
598,598,#N/A,1,74LS560,74 LS Series Logic ,4-BIT DECADE COUNTER WITH THREE-STATE OUTPUTS,
599,599,#N/A,1,74LS561,74 LS Series Logic ,4-BIT BINARY COUNTER WITH THREE-STATE OUTPUTS,
600,600,#N/A,1,74LS563,74 LS Series Logic ,8-BIT D-TYPE TRANSPARENT LATCH WITH INVERTING THREE-STATE OUTPUTS,
601,601,#N/A,1,74LS564,74 LS Series Logic ,8-BIT D-TYPE EDGE-TRIGGERED REGISTER WITH INVERTING THREE-STATE OUTPUTS,
602,602,#N/A,1,74LS568,74 LS Series Logic ,DECADE UP/DOWN COUNTER WITH THREE-STATE OUTPUTS,
603,603,#N/A,1,74LS569,74 LS Series Logic ,BINARY UP/DOWN COUNTER WITH THREE-STATE OUTPUTS,
604,604,#N/A,1,74LS573,74 LS Series Logic ,OCTAL D-TYPE TRANSPARENT LATCH WITH THREE-STATE OUTPUTS,
605,605,#N/A,1,74LS574,74 LS Series Logic ,OCTAL D-TYPE EDGE-TRIGGERED FLIP-FLOP WITH THREE-STATE OUTPUTS,
606,606,#N/A,1,74LS575,74 LS Series Logic ,"OCTAL D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, THREE-STATE OUTPUTS",
607,607,#N/A,1,74LS576,74 LS Series Logic ,OCTAL D-TYPE FLIP-FLOP WITH INVERTING THREE-STATE OUTPUTS,
608,608,#N/A,1,74LS577,74 LS Series Logic ,"OCTAL D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, INVERTING THREE-STATE OUTPUTS",
609,609,#N/A,1,74LS580,74 LS Series Logic ,OCTAL TRANSCEIVER/LATCH WITH INVERTING THREE-STATE OUTPUTS,
610,610,#N/A,1,74LS589,74 LS Series Logic ,"8-BIT SHIFT REGISTER WITH INPUT LATCH, THREE-STATE OUTPUTS",
611,611,#N/A,1,74LS590,74 LS Series Logic ,8-BIT BINARY COUNTER WITH OUTPUT REGISTERS AND THREE-STATE OUTPUTS,
612,612,#N/A,1,74LS591,74 LS Series Logic ,"8-BIT BINARY COUNTERS WITH OUTPUT REGISTERS, OPEN-COLLECTOR OUTPUTS",
613,613,18,1,74LS592,74 LS Series Logic ,8-BIT BINARY COUNTER WITH INPUT REGISTERS,
614,614,#N/A,1,74LS593,74 LS Series Logic ,8-BIT BINARY COUNTER WITH INPUT REGISTERS AND THREE-STATE OUTPUTS,
615,615,#N/A,1,74LS594,74 LS Series Logic ,8-BIT SHIFT REGISTERS WITH OUTPUT LATCHES,
616,616,#N/A,1,74LS595,74 LS Series Logic ,"8-BIT SHIFT REGISTERS WITH OUTPUT LATCHES, THREE-STATE PARALLEL OUTPUTS",
617,617,#N/A,1,74LS596,74 LS Series Logic ,"8-BIT SHIFT REGISTERS WITH OUTPUT LATCHES, OPEN-COLLECTOR PARALLEL OUTPUTS",
618,618,#N/A,1,74LS597,74 LS Series Logic ,8-BIT SHIFT REGISTERS WITH INPUT LATCHES,
619,619,#N/A,1,74LS598,74 LS Series Logic ,8-BIT SHIFT REGISTER WITH INPUT LATCHES,
620,620,#N/A,1,74LS599,74 LS Series Logic ,"8-BIT SHIFT REGISTERS WITH OUTPUT LATCHES, OPEN-COLLECTOR OUTPUTS",
621,621,#N/A,1,74LS600,74 LS Series Logic ,"DYNAMIC MEMORY REFRESH CONTROLLER, TRANSPARENT AND BURST MODES, FOR 4K OR 16K DRAMS",
622,622,#N/A,1,74LS601,74 LS Series Logic ,"DYNAMIC MEMORY REFRESH CONTROLLER, TRANSPARENT AND BURST MODES, FOR 64K DRAMS",
623,623,#N/A,1,74LS602,74 LS Series Logic ,"DYNAMIC MEMORY REFRESH CONTROLLER, CYCLE STEAL AND BURST MODES, FOR 4K OR 16K DRAMS",
624,624,#N/A,1,74LS603,74 LS Series Logic ,"DYNAMIC MEMORY REFRESH CONTROLLER, CYCLE STEAL AND BURST MODES, FOR 64K DRAMS",
625,625,#N/A,1,74LS604,74 LS Series Logic ,"OCTAL 2-INPUT MULTIPLEXER WITH LATCH, HIGH-SPEED, WITH THREE-STATE OUTPUTS",
626,626,#N/A,1,74LS605,74 LS Series Logic ,"LATCH, HIGH-SPEED, WITH OPEN COLLECTOR OUTPUTS",
627,627,#N/A,1,74LS606,74 LS Series Logic ,"OCTAL 2-INPUT MULTIPLEXER WITH LATCH, GLITCH-FREE, WITH THREE-STATE OUTPUTS",
628,628,#N/A,1,74LS607,74 LS Series Logic ,"OCTAL 2-INPUT MULTIPLEXER WITH LATCH, GLITCH-FREE, WITH OPEN COLLECTOR OUTPUTS",
629,629,#N/A,1,74LS608,74 LS Series Logic ,MEMORY CYCLE CONTROLLER,
630,630,#N/A,1,74LS610,74 LS Series Logic ,"MEMORY MAPPER, LATCHED, THREE-STATE OUTPUTS",
631,631,#N/A,1,74LS611,74 LS Series Logic ,"MEMORY MAPPER, LATCHED, OPEN COLLECTOR OUTPUTS",
632,632,#N/A,1,74LS612,74 LS Series Logic ,"MEMORY MAPPER, THREE-STATE OUTPUTS",
633,633,#N/A,1,74LS613,74 LS Series Logic ,"MEMORY MAPPER, OPEN COLLECTOR OUTPUTS",
634,634,#N/A,1,74LS618,74 LS Series Logic ,SCHMITT TRIGGER POSITIVE-NAND GATES WITH TOTEM-POLE OUTPUTS,
635,635,#N/A,1,74LS619,74 LS Series Logic ,SCHMITT TRIGGER INVERTERS WITH TOTEM-POLE OUTPUTS,
636,636,#N/A,1,74LS620,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER, INVERTING, THREE-STATE OUTPUTS",
637,637,#N/A,1,74LS621,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER, NONINVERTING, OPEN COLLECTOR OUTPUTS",
638,638,#N/A,1,74LS622,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER, INVERTING, OPEN COLLECTOR OUTPUTS",
639,639,#N/A,1,74LS623,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER, NONINVERTING, THREE-STATE OUTPUTS",
640,640,18,1,74LS624,74 LS Series Logic ,"VOLTAGE-CONTROLLED OSCILLATOR WITH ENABLE CONTROL, RANGE CONTROL, TWO-PHASE OUTPUTS",
641,641,#N/A,1,74LS625,74 LS Series Logic ,DUAL VOLTAGE-CONTROLLED OSCILLATOR WITH TWO-PHASE OUTPUTS,
642,642,#N/A,1,74LS626,74 LS Series Logic ,"DUAL VOLTAGE-CONTROLLED OSCILLATOR WITH ENABLE CONTROL, TWO-PHASE OUTPUTS",
643,643,#N/A,1,74LS627,74 LS Series Logic ,DUAL VOLTAGE-CONTROLLED OSCILLATOR,
644,644,#N/A,1,74LS628,74 LS Series Logic ,"VOLTAGE-CONTROLLED OSCILLATOR WITH ENABLE CONTROL, RANGE CONTROL, EXTERNAL TEMPERATURE COMPENSATION, AND TWO-PHASE OUTPUTS",
645,645,#N/A,1,74LS629,74 LS Series Logic ,"DUAL VOLTAGE-CONTROLLED OSCILLATOR WITH ENABLE CONTROL, RANGE CONTROL",
646,646,#N/A,1,74LS630,74 LS Series Logic ,16-BIT ERROR DETECTION AND CORRECTION (EDAC) WITH THREE-STATE OUTPUTS,
647,647,#N/A,1,74LS631,74 LS Series Logic ,16-BIT ERROR DETECTION AND CORRECTION WITH OPEN COLLECTOR OUTPUTS,
648,648,#N/A,1,74LS632,74 LS Series Logic ,"32-BIT PARALLEL ERROR DETECTION AND CORRECTION, THREE-STATE OUTPUTS, BYTE-WRITE",
649,649,#N/A,1,74LS633,74 LS Series Logic ,"32-BIT PARALLEL ERROR DETECTION AND CORRECTION, OPEN-COLLECTOR OUTPUTS, BYTE-WRITE",
650,650,#N/A,1,74LS634,74 LS Series Logic ,"32-BIT PARALLEL ERROR DETECTION AND CORRECTION, THREE-STATE OUTPUTS",
